Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Age,Intake Date,Outcome Date,Days in Shelter,Intake Type,Outcome Type,Intake Condition
MAYBE,DOG,PIT BULL/MIX,BROWN/WHITE,Female,MED,11/3/2006,K14-007244,DQ109,A270102,7.17,1/3/2014,1/18/2014,15,OWNER SURRENDER,EUTHANIZE,UNTREATABLE
PHOEBE,DOG,LABRADOR RETR/MIX,BLACK,Spayed,MED,9/17/2009,K14-007243,DA28,A254278,4.30,1/3/2014,2/1/2014,29,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE
CHOPPY,CAT,DOMESTIC SH,BUFF,Neutered,SMALL,1/3/2011,K14-007238,CA02,A301166,3.00,1/3/2014,1/14/2014,11,OWNER SURRENDER,ADOPTION,HEALTHY
EDDIE,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,1/8/2011,K14-007242,SMM,A301169,2.99,1/3/2014,1/10/2014,7,STRAY,ADOPTION,TREATABLE/MANAGEABLE
BETSEY,CAT,DOMESTIC LH,BRN TABBY/WHITE,Spayed,SMALL,5/10/2002,K14-007240,WESTFARM,A277146,11.66,1/3/2014,1/24/2014,21,ADOPTION RETURN,ADOPTION,HEALTHY
TOBY,CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,SMALL,1/7/2004,K14-007248,CS04,A301176,10.00,1/3/2014,3/14/2014,70,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB
SONNET,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,1/3/2012,K14-007241,RECEIVING,A301168,2.00,1/3/2014,1/3/2014,0,STRAY,RETURN TO OWNER,HEALTHY
POOGIE,CAT,DOMESTIC SH,GRAY,Neutered,SMALL,1/3/2011,K14-007239,CA02,A301167,3.00,1/3/2014,1/15/2014,12,OWNER SURRENDER,ADOPTION,HEALTHY
CLEO,DOG,LABRADOR RETR/MIX,BLACK/WHITE,Spayed,MED,,K14-007250,TRUCK,A301186,114.09,1/3/2014,1/3/2014,0,STRAY,ESCAPED/STOLEN,HEALTHY
DAISY,DOG,CAIRN TERRIER/MIX,CREAM,Female,SMALL,1/7/2008,K14-007245,DS67,A301171,5.99,1/3/2014,1/7/2014,4,STRAY,RETURN TO OWNER,HEALTHY
ROXY,DOG,SCHNAUZER MIN/MIX,BLACK/BROWN,Spayed,PUPPY,9/4/2013,K14-007257,DA42,A301200,0.33,1/4/2014,1/14/2014,10,STRAY,ADOPTION,HEALTHY
BOWSER,DOG,PIT BULL,BLACK/WHITE,Neutered,MED,6/18/2010,K14-007265,DS69,A261580,3.55,1/4/2014,1/24/2014,20,CONFISCATE,RETURN TO OWNER,HEALTHY
BUSTER,DOG,FOX TERR SMOOTH/MIX,BLACK/WHITE,Neutered,MED,1/4/2003,K14-007262,DS55,A301207,11.01,1/4/2014,1/7/2014,3,STRAY,RETURN TO OWNER,HEALTHY
TYGA,DOG,PIT BULL,BR BRINDLE/BLACK,Spayed,LARGE,11/19/2011,K14-007266,DQ110,A272303,2.13,1/4/2014,1/24/2014,20,QUARANTINE,RETURN TO OWNER,HEALTHY
CHESTER,DOG,CHIHUAHUA SH/MIX,BROWN/WHITE,Neutered,TOY,12/26/2010,K14-007256,DA41,A300937,3.03,1/4/2014,1/25/2014,21,ADOPTION RETURN,ADOPTION,TREATABLE/MANAGEABLE
TITO,DOG,COCKER SPAN/MIX,TAN,Neutered,MED,1/4/2011,K14-007263,DS96,A300362,3.00,1/4/2014,1/28/2014,24,ADOPTION RETURN,TRANSFER,UNTREATABLE
SIMON,DOG,AUST TERRIER/MIX,TRICOLOR,Neutered,MED,3/4/2007,K14-007261,DS79,A200778,6.84,1/4/2014,1/4/2014,0,STRAY,RETURN TO OWNER,HEALTHY
WILLIE,CAT,DOMESTIC LH,BLACK,Neutered,SMALL,1/4/2004,K14-007255,CS04,A301197,10.01,1/4/2014,1/25/2014,21,OWNER SURRENDER,ADOPTION,HEALTHY
LOKI,DOG,CHIHUAHUA LH/DACHSHUND,BROWN/WHITE,Neutered,SMALL,,K14-007260,DS80,A301205,114.09,1/4/2014,1/4/2014,0,STRAY,RETURN TO OWNER,HEALTHY
PATCHES,DOG,PIT BULL/CHINESE SHARPEI,WHITE,Neutered,MED,11/6/2012,K14-007268,DA10,A290434,1.16,1/5/2014,3/26/2014,80,STRAY,EUTHANIZE,HEALTHY
*PEDRO,DOG,PIT BULL/CHINESE SHARPEI,WHITE,Neutered,MED,11/6/2012,K14-007267,DQ107,A290435,1.16,1/5/2014,5/28/2014,143,STRAY,EUTHANIZE,HEALTHY
ROSCOE,DOG,FOX TERR SMOOTH/MIX,BROWN,Neutered,SMALL,4/9/2004,K14-007273,DS58,A301252,9.75,1/6/2014,1/7/2014,1,TRANSFER,RETURN TO OWNER,HEALTHY
COFFEE,DOG,POODLE TOY,WHITE,Male,SMALL,,K14-007270,DS79,A231873,114.10,1/6/2014,1/8/2014,2,TRANSFER,RETURN TO OWNER,HEALTHY
*BRANDY,DOG,CHIHUAHUA SH/MIX,BLACK/BROWN,Spayed,SMALL,2/18/2008,K14-007272,DA02,A301251,5.89,1/6/2014,2/18/2014,43,TRANSFER,ADOPTION,HEALTHY
BENTLEY,DOG,PIT BULL/CHINESE SHARPEI,BR BRINDLE,Neutered,MED,9/14/2009,K14-007274,DS80,A268201,4.32,1/6/2014,1/7/2014,1,TRANSFER,RETURN TO OWNER,HEALTHY
*BALUGA,DOG,ROTTWEILER,BLUE/TAN,Male,PUPPY,9/7/2013,K14-007281,TX,A301264,0.33,1/7/2014,1/9/2014,2,STRAY,EUTHANIZE,UNTREATABLE
DIESEL,DOG,PIT BULL/MIX,BR BRINDLE,Neutered,MED,1/13/2013,K14-007282,DS70,A300976,0.98,1/7/2014,1/8/2014,1,STRAY,RETURN TO OWNER,HEALTHY
*JEAN-CLAUDE,CAT,DOMESTIC MH,ORG TABBY,Neutered,SMALL,1/14/2009,K14-007278,WESTFARM,A301263,4.98,1/7/2014,1/30/2014,23,STRAY,ADOPTION,HEALTHY
*JEWEL,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,8/8/2013,K14-007284,LOBBY,A301282,0.42,1/7/2014,2/5/2014,29,TRANSFER,ADOPTION,TREATABLE/REHAB
,DOG,AUST SHEPHERD/MIX,RED/WHITE,Male,MED,1/8/2012,K14-007298,DS74,A301337,2.00,1/8/2014,1/29/2014,21,STRAY,EUTHANIZE,TREATABLE/MANAGEABLE
,CAT,DOMESTIC SH,BLACK/BLACK,Unknown,KITTN,11/8/2013,K14-007295,COOLER,A301326,0.17,1/8/2014,1/9/2014,1,STRAY,DISPOSAL,UNKNOWN
JESSA,DOG,AMER FOXHOUND/MIX,BLACK/TAN,Spayed,MED,2/18/2005,K14-007296,DS57,A228453,8.89,1/8/2014,1/8/2014,0,STRAY,RETURN TO OWNER,HEALTHY
CISCO,CAT,HIMALAYAN,SEAL PT,Neutered,SMALL,1/9/2009,K14-007310,SMM,A301378,5.00,1/9/2014,1/10/2014,1,OWNER SURRENDER,DIED,TREATABLE/MANAGEABLE
,DOG,PIT BULL,TAN/WHITE,Female,MED,1/9/2011,K14-007301,DS67,A301345,3.00,1/9/2014,1/23/2014,14,TRANSFER,EUTHANIZE,UNTREATABLE
DIESEL,DOG,PIT BULL,WHITE/BLUE,Male,LARGE,7/21/2011,K14-007307,DQ117,A293743,2.47,1/9/2014,2/7/2014,29,STRAY,EUTHANIZE,UNTREATABLE
FRANKE,DOG,PIT BULL,TAN/WHITE,Neutered,LARGE,10/24/2009,K14-007306,DS78,A284000,4.21,1/9/2014,1/10/2014,1,STRAY,RETURN TO OWNER,HEALTHY
YOGI,DOG,PIT BULL/MIX,BL BRINDLE,Neutered,LARGE,1/11/2011,K14-007315,DS65,A260796,3.00,1/9/2014,1/11/2014,2,CONFISCATE,RETURN TO OWNER,HEALTHY
WILMA,DOG,CHIHUAHUA SH,BROWN/WHITE,Spayed,TOY,1/15/2006,K14-007314,DA07,A301387,7.99,1/9/2014,1/25/2014,16,CONFISCATE,ADOPTION,HEALTHY
PRECIOUS,DOG,CHIHUAHUA SH,TAN,Female,SMALL,1/11/2004,K14-007317,DS63,A301390,10.00,1/9/2014,1/11/2014,2,CONFISCATE,RETURN TO OWNER,HEALTHY
SCHNITZEL,DOG,GERM SHEPHERD,TAN/BLACK,Neutered,LARGE,1/9/2010,K14-007309,DS70,A301373,4.00,1/9/2014,1/10/2014,1,TRANSFER,RETURN TO OWNER,HEALTHY
*CLAIRE,DOG,CHIHUAHUA SH,BLACK/TAN,Spayed,TOY,1/9/2013,K14-007304,DA46,A301363,1.00,1/9/2014,1/21/2014,12,STRAY,TRANSFER,HEALTHY
MIKO,DOG,SIBERIAN HUSKY,WHITE,Male,MED,,K14-007312,DS66,A301385,114.10,1/9/2014,1/14/2014,5,CONFISCATE,RETURN TO OWNER,HEALTHY
BELLA,DOG,PIT BULL,FAWN,Spayed,MED,3/11/2013,K14-007316,DS64,A301389,0.83,1/9/2014,1/11/2014,2,CONFISCATE,RETURN TO OWNER,HEALTHY
BOBO,DOG,CHIHUAHUA SH,WHITE/BLACK,Neutered,TOY,1/28/2007,K14-007313,DA07,A301386,6.95,1/9/2014,2/4/2014,26,CONFISCATE,ADOPTION,HEALTHY
BUBBLES,DOG,CHIHUAHUA SH/MIX,BR BRINDLE,Spayed,SMALL,10/17/2008,K14-007323,DA06,A301415,5.24,1/10/2014,1/21/2014,11,STRAY,TRANSFER,HEALTHY
SAM,DOG,CHIHUAHUA SH/MIX,TAN,Spayed,SMALL,1/10/2013,K14-007321,DA03,A301398,1.00,1/10/2014,1/25/2014,15,STRAY,ADOPTION,HEALTHY
,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,,K14-007325,CS05,A301430,114.11,1/10/2014,1/14/2014,4,STRAY,TRANSFER,HEALTHY
PULGA,DOG,CHIHUAHUA SH,BLACK,Neutered,SMALL,1/17/2013,K14-007318,DA48,A301395,0.98,1/10/2014,1/22/2014,12,TRANSFER,RETURN TO OWNER,HEALTHY
JODI,DOG,BORDER COLLIE,BLACK/WHITE,Spayed,MED,1/10/2007,K14-007320,DS58,A301397,7.01,1/10/2014,1/10/2014,0,STRAY,RETURN TO OWNER,HEALTHY
HAPPY,DOG,GERM SHEPHERD,TAN/BLACK,Spayed,LARGE,1/9/2013,K14-007319,DS86,A289224,1.00,1/10/2014,1/10/2014,0,TRANSFER,RETURN TO OWNER,HEALTHY
*SHELDON,DOG,POMERANIAN,RED,Neutered,SMALL,1/10/2004,K14-007324,FOSTER,A301420,10.01,1/10/2014,3/18/2014,67,TRANSFER,ADOPTION,TREATABLE/REHAB
MAMA,DOG,PIT BULL,BLUE/WHITE,Spayed,MED,1/4/2011,K14-007334,DS81,A301209,3.02,1/11/2014,1/15/2014,4,STRAY,RETURN TO OWNER,HEALTHY
,DOG,LHASA APSO,FAWN,Male,SMALL,9/27/2005,K14-007330,DS68,A301451,8.30,1/11/2014,1/18/2014,7,OWNER SURRENDER,EUTHANIZE,UNTREATABLE
BUDDY,DOG,PIT BULL,BLUE/WHITE,Neutered,MED,1/4/2011,K14-007333,DS82,A301210,3.02,1/11/2014,1/15/2014,4,STRAY,RETURN TO OWNER,HEALTHY
CHARLIE,DOG,GERM SHEPHERD/MIX,BLACK/TAN,Neutered,LARGE,1/27/2011,K14-007328,DQ116,A253284,2.96,1/11/2014,1/31/2014,20,OWNER SURRENDER,EUTHANIZE,TREATABLE/MANAGEABLE
BEAU,DOG,AUST CATTLE DOG/MIX,BROWN,Neutered,MED,1/14/2003,K14-007335,DS84,A301478,11.00,1/11/2014,1/14/2014,3,STRAY,RETURN TO OWNER,HEALTHY
GOOSE,OTHER,DUTCH,GRAY/WHITE,Spayed,SMALL,2/11/2013,K14-007332,CA01,A301464,0.92,1/11/2014,2/6/2014,26,OWNER SURRENDER,TRANSFER,HEALTHY
*LOUIE,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,1/21/2009,K14-007331,CS04,A301456,4.98,1/11/2014,5/21/2014,130,STRAY,ADOPTION,TREATABLE/REHAB
BELLA,DOG,PIT BULL/MIX,BLACK/WHITE,Female,MED,1/13/2013,K14-007336,DQ113,A301482,1.00,1/12/2014,1/23/2014,11,STRAY,EUTHANIZE,UNTREATABLE
LUCY,DOG,GOLDEN RETR,GOLD,Spayed,LARGE,10/3/2008,K14-007337,DS65,A231222,5.28,1/12/2014,1/14/2014,2,CONFISCATE,RETURN TO OWNER,HEALTHY
,DOG,PIT BULL/MIX,CHOCOLATE/WHITE,Female,MED,1/13/2012,K14-007343,DS88,A301521,2.00,1/13/2014,1/29/2014,16,TRANSFER,EUTHANIZE,TREATABLE/MANAGEABLE
,DOG,PIT BULL/MIX,BLACK/WHITE,Male,LARGE,,K14-007341,DS63,A301520,114.12,1/13/2014,1/29/2014,16,TRANSFER,EUTHANIZE,TREATABLE/MANAGEABLE
*CALLIE,DOG,PIT BULL,BLACK/WHITE,Spayed,LARGE,1/23/2013,K14-007342,DA43,A301519,0.97,1/13/2014,2/5/2014,23,TRANSFER,ADOPTION,HEALTHY
PELUCHIN,DOG,SHIH TZU/MIX,WHITE/BLACK,Male,TOY,1/14/2005,K14-007340,DS58,A301518,9.00,1/13/2014,1/14/2014,1,STRAY,RETURN TO OWNER,HEALTHY
*LEON,DOG,GERM SHEPHERD/MIX,BROWN/BLACK,Neutered,LARGE,1/22/2012,K14-007350,DA09,A301554,1.98,1/14/2014,1/25/2014,11,STRAY,TRANSFER,HEALTHY
GOLIATH,DOG,MASTIFF/REDBONE HOUND,BR BRINDLE,Neutered,LARGE,2/15/2009,K14-007346,DS86,A022724,4.92,1/14/2014,1/15/2014,1,TRANSFER,RETURN TO OWNER,HEALTHY
SASSY,DOG,YORKSHIRE TERR/MIX,BLACK/TAN,Female,TOY,1/14/2012,K14-007345,DS78,A301523,2.00,1/14/2014,1/15/2014,1,STRAY,RETURN TO OWNER,HEALTHY
NALA,DOG,MALTESE/MIX,CREAM,Female,TOY,6/15/2013,K14-007344,DS78,A301522,0.58,1/14/2014,1/15/2014,1,STRAY,RETURN TO OWNER,HEALTHY
SHARKY,DOG,CATAHOULA,BLACK/WHITE,Male,LARGE,1/18/2012,K14-007347,DS76,A301531,1.99,1/14/2014,1/18/2014,4,STRAY,RETURN TO OWNER,HEALTHY
,CAT,DOMESTIC SH,WHITE,Male,LARGE,1/15/2012,K14-007365,RECEIVING,A301599,2.00,1/15/2014,1/15/2014,0,STRAY,EUTHANIZE,UNTREATABLE
MARME,CAT,DOMESTIC SH,ORG TABBY,Spayed,SMALL,1/16/2009,K14-007360,49ERPET,A301591,5.00,1/15/2014,1/24/2014,9,OWNER SURRENDER,ADOPTION,HEALTHY
PIXIE,DOG,CHIHUAHUA SH/MIX,BR BRINDLE/WHITE,Spayed,SMALL,1/15/2013,K14-007371,DA46,A301608,1.00,1/15/2014,2/1/2014,17,STRAY,ADOPTION,HEALTHY
PUKI,DOG,AKITA,BLACK/WHITE,Spayed,LARGE,7/14/2012,K14-007372,DS81,A289266,1.51,1/15/2014,1/16/2014,1,STRAY,RETURN TO OWNER,HEALTHY
VINNY,DOG,CHIHUAHUA SH/MIX,WHITE/BROWN,Neutered,SMALL,1/15/2013,K14-007370,DA05,A301607,1.00,1/15/2014,2/4/2014,20,STRAY,ADOPTION,HEALTHY
RALPH,DOG,CHIHUAHUA SH/MIX,WHITE/TAN,Neutered,PUPPY,7/15/2013,K14-007368,DA48,A301605,0.50,1/15/2014,1/23/2014,8,STRAY,ADOPTION,HEALTHY
SHELDON,DOG,CHIHUAHUA SH/MIX,TRICOLOR/WHITE,Neutered,PUPPY,7/15/2013,K14-007369,DA48,A301606,0.50,1/15/2014,1/28/2014,13,STRAY,ADOPTION,HEALTHY
CALI,DOG,PIT BULL,BROWN,Spayed,MED,12/19/2004,K14-007353,DS84,A300776,9.08,1/15/2014,1/15/2014,0,CONFISCATE,RETURN TO OWNER,TREATABLE/MANAGEABLE
MOONY,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,7/16/2013,K14-007359,LOBBY,A301590,0.50,1/15/2014,1/25/2014,10,STRAY,ADOPTION,HEALTHY
COCO,DOG,BORDER COLLIE/MIX,BROWN/WHITE,Neutered,MED,6/24/2013,K14-007380,DA38,A301679,0.56,1/16/2014,2/4/2014,19,STRAY,ADOPTION,HEALTHY
BO,DOG,GREAT PYRENEES,WHITE,Male,LARGE,7/16/2011,K14-007373,DS72,A301634,2.51,1/16/2014,1/16/2014,0,STRAY,RETURN TO OWNER,HEALTHY
DUKE,DOG,PIT BULL,BLACK/WHITE,Neutered,MED,7/17/2012,K14-007382,DS71,A301681,1.50,1/16/2014,1/17/2014,1,STRAY,RETURN TO OWNER,HEALTHY
KILO,DOG,PIT BULL,BROWN,Neutered,LARGE,7/30/2010,K14-007381,DQ118,A258843,3.47,1/16/2014,1/17/2014,1,STRAY,RETURN TO OWNER,HEALTHY
*SCOTTIE,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,9/23/2013,K14-007375,LOBBY,A301644,0.32,1/16/2014,1/25/2014,9,STRAY,ADOPTION,HEALTHY
,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,LARGE,1/17/2013,K14-007378,CS06,A301665,1.00,1/16/2014,1/21/2014,5,TRANSFER,TRANSFER,HEALTHY
HACHI,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,1/18/2012,K14-007374,DI097,A301636,2.00,1/16/2014,2/15/2014,30,STRAY,TRANSFER,TREATABLE/REHAB
,CAT,DOMESTIC SH,BLACK/WHITE,Female,SMALL,1/17/2004,K14-007385,SMM,A301734,10.01,1/17/2014,1/27/2014,10,STRAY,EUTHANIZE,UNTREATABLE
GRACIELA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,1/17/2011,K14-007389,WESTFARM,A301756,3.00,1/17/2014,2/7/2014,21,OWNER SURRENDER,ADOPTION,HEALTHY
GRACIE,DOG,LABRADOR RETR,BLACK,Spayed,LARGE,3/1/2006,K14-007386,TX,A040915,7.89,1/17/2014,2/7/2014,21,OWNER SURRENDER,ADOPTION,HEALTHY
,CAT,DOMESTIC SH,BRN TABBY,Unknown,SMALL,,K14-007388,CS06,A301755,114.13,1/17/2014,1/21/2014,4,STRAY,TRANSFER,HEALTHY
SAM,DOG,LABRADOR RETR,CHOCOLATE,Neutered,LARGE,1/17/2008,K14-007384,DS78,A301722,6.01,1/17/2014,1/17/2014,0,STRAY,RETURN TO OWNER,HEALTHY
LOBO,DOG,SIBERIAN HUSKY,BLACK/WHITE,Male,MED,4/1/2012,K14-007394,MISSING,A286137,1.80,1/18/2014,1/29/2014,11,QUARANTINE,RETURN TO OWNER,HEALTHY
LOKI,DOG,GERM SHEPHERD,BLACK/WHITE,Male,MED,1/18/2009,K14-007395,TRUCK,A301811,5.00,1/18/2014,1/18/2014,0,CONFISCATE,RETURN TO OWNER,HEALTHY
LUCKY,DOG,GERM SHEPHERD,BLACK/BROWN,Male,LARGE,6/25/2005,K14-007391,DS68,A293155,8.57,1/18/2014,1/18/2014,0,STRAY,RETURN TO OWNER,HEALTHY
EMMA,DOG,CHINESE SHARPEI/LABRADOR RETR,WHITE,Spayed,LARGE,1/18/2007,K14-007397,DA42,A301824,7.01,1/18/2014,4/3/2014,75,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE
BUDDY,DOG,BEAGLE/MIX,BLACK/TAN,Neutered,MED,2/11/2008,K14-007393,DA29,A292499,5.94,1/18/2014,2/21/2014,34,STRAY,ADOPTION,HEALTHY
BRUNO,DOG,CHIHUAHUA SH/MIX,BLACK/BROWN,Male,SMALL,1/22/2012,K14-007396,DS68,A301816,1.99,1/18/2014,1/22/2014,4,TRANSFER,RETURN TO OWNER,TREATABLE/MANAGEABLE
CLEO,DOG,LABRADOR RETR/MIX,BLACK/WHITE,Spayed,MED,,K14-007400,DQ115,A301186,114.13,1/19/2014,2/5/2014,17,STRAY,RETURN TO OWNER,UNTREATABLE
JAKE,DOG,BORDER COLLIE/MIX,BLACK/WHITE,Neutered,,10/1/1999,K14-007399,DS81,A095188,14.31,1/19/2014,1/22/2014,3,STRAY,RETURN TO OWNER,HEALTHY
,DOG,GERM SHEPHERD,BROWN/BLACK,Female,LARGE,1/20/2011,K14-007402,DS83,A301840,3.00,1/20/2014,2/1/2014,12,STRAY,TRANSFER,HEALTHY
MAUI,DOG,GERM SHEPHERD,BROWN/BLACK,Male,LARGE,1/20/2011,K14-007404,DS82,A301842,3.00,1/20/2014,2/1/2014,12,STRAY,TRANSFER,HEALTHY
CHICO,DOG,PIT BULL,BROWN/WHITE,Neutered,MED,8/20/2012,K14-007405,DS71,A301843,1.42,1/20/2014,1/21/2014,1,STRAY,RETURN TO OWNER,HEALTHY
COCO,DOG,CHIHUAHUA SH,TAN,Female,TOY,1/20/2013,K14-007401,TX,A301839,1.00,1/20/2014,1/24/2014,4,STRAY,RETURN TO OWNER,HEALTHY
,DOG,GERM SHEPHERD,BROWN/BLACK,Female,LARGE,1/20/2012,K14-007403,DS84,A301841,2.00,1/20/2014,1/30/2014,10,STRAY,TRANSFER,HEALTHY
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,1/21/1999,K14-007406,SMM,A301852,15.01,1/21/2014,1/27/2014,6,STRAY,EUTHANIZE,UNTREATABLE
LEO,DOG,LABRADOR RETR/MIX,BLACK,Neutered,LARGE,1/21/2013,K14-007421,DI105,A301885,1.00,1/21/2014,2/6/2014,16,OWNER SURRENDER,EUTHANIZE,TREATABLE/MANAGEABLE
RICO,DOG,CHIHUAHUA SH,WHITE,Neutered,SMALL,1/21/2012,K14-007410,DA03,A301857,2.00,1/21/2014,2/22/2014,32,TRANSFER,ADOPTION,TREATABLE/MANAGEABLE
,CAT,DOMESTIC LH,BLACK,Unknown,SMALL,,K14-007418,CS06,A301878,114.14,1/21/2014,1/21/2014,0,STRAY,TRANSFER,HEALTHY
HONEY,DOG,CHIHUAHUA SH,TAN/WHITE,Female,SMALL,1/21/2012,K14-007422,DS49,A301888,2.00,1/21/2014,1/22/2014,1,STRAY,RETURN TO OWNER,HEALTHY
,DOG,DOBERMAN PINSCH,BROWN,Male,LARGE,1/21/2013,K14-007409,DS66,A301855,1.00,1/21/2014,2/1/2014,11,TRANSFER,TRANSFER,HEALTHY
JORGIE,DOG,SHIH TZU,TAN/WHITE,Spayed,SMALL,1/21/2005,K14-007411,DS61,A301859,9.01,1/21/2014,1/21/2014,0,TRANSFER,RETURN TO OWNER,HEALTHY
JOEY,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,8/21/2013,K14-007408,LOBBY,A301854,0.42,1/21/2014,1/29/2014,8,TRANSFER,ADOPTION,TREATABLE/REHAB
,CAT,DOMESTIC SH,WHITE/BRN TABBY,Unknown,SMALL,,K14-007426,RECEIVING,A301895,114.14,1/21/2014,1/21/2014,0,STRAY,TRANSFER,HEALTHY
AUGGIE,DOG,CHIHUAHUA SH,WHITE/TAN,Neutered,SMALL,1/29/2012,K14-007424,DA44,A301894,1.98,1/21/2014,2/4/2014,14,STRAY,ADOPTION,HEALTHY
,CAT,DOMESTIC SH,GRAY,Unknown,SMALL,,K14-007416,CS06,A301877,114.14,1/21/2014,1/21/2014,0,STRAY,TRANSFER,HEALTHY
CHENCHO,DOG,CHIHUAHUA SH/MIX,TAN/WHITE,Neutered,SMALL,8/22/2012,K14-007429,DS50,A301899,1.42,1/21/2014,1/23/2014,2,STRAY,RETURN TO OWNER,HEALTHY
,OTHER,CHICKEN,TRICOLOR,Female,SMALL,,K14-007438,LS03,A301923,114.14,1/22/2014,2/2/2014,11,STRAY,EUTHANIZE,UNTREATABLE
JEXER,DOG,PRESA CANARIO,TAN/WHITE,Neutered,LARGE,1/22/2012,K14-007435,DQ111,A300901,2.00,1/22/2014,2/1/2014,10,QUARANTINE,EUTHANIZE,UNTREATABLE
*PETER,OTHER,RABBIT SH,WHITE/BROWN,Neutered,SMALL,1/22/2012,K14-007433,CA01,A301914,2.00,1/22/2014,2/15/2014,24,STRAY,ADOPTION,HEALTHY
NELLIE,OTHER,PIG,BLACK,Female,LARGE,7/25/2011,K14-007439,LS01,A294192,2.50,1/22/2014,1/25/2014,3,STRAY,RETURN TO OWNER,TREATABLE/REHAB
*ANNA,DOG,AMERICAN STAFF,BLACK/WHITE,Spayed,SMALL,1/29/2012,K14-007437,DA41,A301922,1.98,1/22/2014,3/25/2014,62,STRAY,ADOPTION,HEALTHY
MONTEZUMA,DOG,CHIHUAHUA SH,BROWN,Neutered,TOY,4/24/2009,K14-007432,DQ108,A291177,4.75,1/22/2014,1/22/2014,0,STRAY,RETURN TO OWNER,TREATABLE/MANAGEABLE
RIGGER,DOG,PIT BULL,FAWN,Male,PUPPY,8/16/2013,K14-007449,DQ107,A299506,0.44,1/23/2014,1/23/2014,0,STRAY,RETURN TO OWNER,HEALTHY
*CHUTNEY,DOG,CHIHUAHUA SH,TAN/WHITE,Neutered,SMALL,7/23/2013,K14-007442,DA06,A301929,0.50,1/23/2014,2/15/2014,23,OWNER SURRENDER,ADOPTION,HEALTHY
CARAMELO,DOG,CHIHUAHUA SH,TAN,Neutered,SMALL,2/11/2010,K14-007443,DA11,A301930,3.95,1/23/2014,2/15/2014,23,OWNER SURRENDER,ADOPTION,HEALTHY
*FAITH,OTHER,RABBIT SH,WHITE/BROWN,Spayed,SMALL,10/23/2013,K14-007447,CA01,A301936,0.25,1/23/2014,2/13/2014,21,STRAY,ADOPTION,HEALTHY
CINNAMON,DOG,NORWICH TERRIER/CAIRN TERRIER,TAN,Spayed,SMALL,1/29/2011,K14-007441,DA43,A301927,2.99,1/23/2014,2/1/2014,9,OWNER SURRENDER,ADOPTION,HEALTHY
*BOSCO,OTHER,RABBIT SH,WHITE/BROWN,Neutered,SMALL,10/23/2013,K14-007446,CA01,A301935,0.25,1/23/2014,1/29/2014,6,STRAY,ADOPTION,HEALTHY
CHENCHO,DOG,CHIHUAHUA SH/MIX,TAN/WHITE,Neutered,SMALL,8/22/2012,K14-007451,DS70,A301899,1.42,1/24/2014,1/24/2014,0,STRAY,RETURN TO OWNER,HEALTHY
COCO,OTHER,RAT,BLACK/WHITE,Female,SMALL,9/24/2013,K14-007464,LOBBY,A301987,0.33,1/24/2014,2/5/2014,12,OWNER SURRENDER,ADOPTION,HEALTHY
TYSON,DOG,AUST CATTLE DOG,WHITE/TAN,Neutered,SMALL,11/24/2013,K14-007453,DQ113,A301957,0.17,1/24/2014,1/24/2014,0,STRAY,RETURN TO OWNER,HEALTHY
BALOO,DOG,LABRADOR RETR/MIX,BLACK,Neutered,MED,7/31/2013,K14-007459,DA11,A301971,0.48,1/24/2014,2/1/2014,8,STRAY,ADOPTION,HEALTHY
LUCY,DOG,AUST CATTLE DOG,WHITE/BROWN,Spayed,SMALL,11/24/2013,K14-007452,DQ113,A301954,0.17,1/24/2014,1/24/2014,0,STRAY,RETURN TO OWNER,HEALTHY
,OTHER,TURTLE,GREEN,Unknown,SMALL,,K14-007456,RECEIVING,A301966,114.15,1/24/2014,1/24/2014,0,STRAY,TRANSFER,UNKNOWN
PELUSA,DOG,GERM SHEPHERD/MIX,BLACK/BROWN,Spayed,LARGE,12/10/2006,K14-007461,DS86,A300419,7.13,1/24/2014,1/25/2014,1,TRANSFER,RETURN TO OWNER,HEALTHY
FINN,DOG,LABRADOR RETR/MIX,BLACK,Neutered,MED,7/31/2013,K14-007458,DA40,A301970,0.48,1/24/2014,2/1/2014,8,STRAY,ADOPTION,HEALTHY
